City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,chonchi,-42.6128,-73.8092,9.51,66,94,2.25,CL,1695740179
284,east london,-33.0153,27.9116,15.52,82,75,11.32,ZA,1695740180
285,el calafate,-50.3408,-72.2768,4.78,68,100,0.47,AR,1695740180
286,minas de marcona,-15.2119,-75.1103,15.81,67,65,7.37,PE,1695740180
287,soto la marina,23.7667,-98.2167,29.92,58,14,0.5,MX,1695740180
288,torbat-e jam,35.244,60.6225,19.13,30,0,4.57,IR,1695740180
289,tangalle,6.024,80.7911,26.09,83,100,5.06,LK,1695740181
290,staritsa,56.5075,34.9354,12.47,72,99,1.61,RU,1695740181
291,viedma,-40.8135,-62.9967,15.32,54,46,2.1,AR,1695740181
292,bhimunipatnam,17.8833,83.4333,28.73,82,66,2.2,IN,1695740181
293,weno,7.4515,151.8468,25.97,94,100,1.54,FM,1695740182
294,karkkila,60.5342,24.2098,17.03,76,100,3.73,FI,1695740182
295,boston,42.3584,-71.0598,15.53,79,100,9.77,US,1695739351
296,nizhniy kuranakh,58.8353,125.4869,4.79,89,46,1.05,RU,1695740182
297,gaitania,3.0906,-75.6723,25.11,47,79,2.68,CO,1695740183
298,priargunsk,50.3691,119.1012,9.26,85,95,2.13,RU,1695740183
299,papatowai,-46.5619,169.4708,4.07,90,32,2.23,NZ,1695740183
300,khandyga,62.6667,135.6,0.83,89,66,1.04,RU,1695740183
301,sabang,5.8933,95.3214,27.91,78,100,6.87,ID,1695740183
302,harper,4.375,-7.7169,26.4,82,54,4.28,LR,1695740184
303,khodzha-maston,38.7446,68.627,15.68,33,0,2.0,TJ,1695740184
304,horodnytsya,50.807,27.3168,23.79,52,12,2.6,UA,1695740184
305,el granada,37.5027,-122.4694,18.9,93,100,4.12,US,1695740184
306,zeya,53.75,127.2667,9.1,95,100,1.38,RU,1695740185
307,westport,41.1415,-73.3579,16.46,88,100,7.2,US,1695739907
308,hemsby,52.6971,1.6918,23.37,75,52,7.57,GB,1695740185
309,nantucket,41.2835,-70.0995,16.16,86,100,8.23,US,1695740150
310,sechura,-5.5569,-80.8222,24.35,60,7,4.16,PE,1695740185
311,kenai,60.5544,-151.2583,-0.97,100,0,1.54,US,1695740186
312,gumdag,39.2061,54.5906,24.45,22,100,3.33,TM,1695740186
313,bezhetsk,57.7851,36.6965,12.1,70,100,2.56,RU,1695740186
314,kavaratti,10.5669,72.642,28.56,75,87,5.91,IN,1695740187
315,portland,45.5234,-122.6762,13.99,95,100,4.02,US,1695739410
316,ripky,51.801,31.0838,22.28,39,0,2.94,UA,1695740187
317,sur,22.5667,59.5289,28.85,59,100,0.94,OM,1695740187
318,kendari,-3.945,122.4989,22.17,84,30,0.86,ID,1695740187
319,wau,7.7029,27.9953,28.37,63,87,1.89,SS,1695740188
320,tashtagol,52.7657,87.8894,1.83,95,13,1.44,RU,1695740188
321,callao,-12.0667,-77.15,19.84,82,100,2.57,PE,1695739967
322,saint-pol-de-leon,48.6833,-3.9833,22.11,73,100,5.14,FR,1695740188
323,kurchum,48.5722,83.6542,8.46,56,4,3.36,KZ,1695740189
324,shache,38.4167,77.2406,19.2,18,55,1.64,CN,1695740189
325,sindgi,16.9167,76.2333,26.82,70,70,3.14,IN,1695740189
326,katsuura,35.1333,140.3,23.76,88,27,1.5,JP,1695740190
327,akrehamn,59.2667,5.1833,19.44,67,40,7.2,NO,1695740190
328,grantsville,40.5999,-112.4644,22.27,27,0,0.0,US,1695740190
329,opuwo,-18.0607,13.84,32.73,3,0,1.47,NA,1695740191
330,camiri,-20.05,-63.5167,29.88,54,0,0.0,BO,1695740191
331,bridgewater,44.3835,-64.5155,15.62,66,0,4.63,CA,1695740175
332,aguilar de campoo,42.7945,-4.2589,25.1,27,1,2.86,ES,1695740191
333,pacific grove,36.6177,-121.9166,18.06,81,100,1.34,US,1695739946
334,broken hill,-31.95,141.4333,18.21,40,22,3.47,AU,1695740192
335,zambezi,-13.5432,23.1047,30.17,32,93,3.42,ZM,1695740192
336,arauca,7.0847,-70.7591,30.98,70,0,1.03,CO,1695740192
337,nouadhibou,20.931,-17.0347,25.11,65,100,8.12,MR,1695740123
338,lerwick,60.1545,-1.1494,14.0,88,100,12.26,GB,1695740193
339,walterboro,32.9052,-80.6668,27.81,69,0,1.54,US,1695739936
340,malanje,-9.5402,16.341,29.39,41,64,2.93,AO,1695740193
341,mar del plata,-38.0023,-57.5575,13.01,71,0,1.54,AR,1695740042
342,palikir - national government center,6.9248,158.1611,25.41,94,100,1.54,FM,1695740193
343,barentu,15.1139,37.5928,29.95,46,97,4.83,ER,1695740193
344,techiman,7.5862,-1.9414,27.88,76,59,1.96,GH,1695740194
345,amungan,15.3652,119.9582,26.83,82,10,1.47,PH,1695740194
346,arawa,-6.2132,155.5367,24.13,89,100,1.63,PG,1695740194
347,chipinge,-20.1883,32.6236,25.13,45,80,3.3,ZW,1695740194
348,kyosai,34.8503,128.5886,22.98,85,4,4.2,KR,1695740195
349,constitucion,-35.3333,-72.4167,13.45,60,3,6.09,CL,1695740195
350,poshekhon'ye,58.4993,39.1353,14.56,77,100,2.43,RU,1695740195
351,nago,26.5881,127.9761,27.47,82,2,4.41,JP,1695740195
352,carnarvon,-24.8667,113.6333,21.26,71,0,6.67,AU,1695740196
353,franceville,-1.6333,13.5836,33.25,52,75,1.06,GA,1695740196
354,trat,12.5,102.5,23.23,95,95,0.99,TH,1695740196
355,hood river,45.7054,-121.5215,13.83,98,100,0.89,US,1695740196
356,alofi,-19.0595,-169.9187,21.94,83,100,1.54,NU,1695740196
357,berdigestyakh,62.0989,126.6992,4.98,91,3,1.63,RU,1695740197
358,baniachang,24.5167,91.3667,28.43,79,37,2.21,BD,1695740197
359,tanumah,27.1,44.1333,35.61,8,0,5.45,SA,1695740197
360,recani,31.2846,-4.2688,36.2,11,0,3.07,MA,1695740197
361,udachny,66.4167,112.4,1.36,92,100,6.75,RU,1695740198
362,al hamul,31.3115,31.1477,29.14,48,0,5.06,EG,1695740198
363,belomorsk,64.5232,34.7668,13.22,82,98,4.89,RU,1695740198
364,baykal'sk,51.5058,104.1469,5.53,92,100,2.01,RU,1695740198
365,kharp,66.8014,65.8081,5.24,92,100,2.63,RU,1695740199
366,zouerate,22.7187,-12.4521,38.27,14,100,7.79,MR,1695740199
367,dwarka,22.2394,68.9678,26.98,73,9,3.4,IN,1695740199
368,walvis bay,-22.9575,14.5053,18.94,47,1,12.71,NA,1695740199
369,vilyuchinsk,52.9306,158.4028,2.15,81,1,4.22,RU,1695740200
370,kario ghanwar,24.8082,68.6045,30.8,50,23,5.37,PK,1695740200
371,ayas,40.0193,32.3322,28.12,25,80,1.45,TR,1695740200
372,komotini,41.1228,25.3964,29.47,44,100,2.68,GR,1695740201
373,sungai penuh,-2.0833,101.3833,18.56,96,75,0.55,ID,1695740201
374,pathein,16.7833,94.7333,26.01,91,84,2.47,MM,1695740201
375,rehoboth,-23.3167,17.0833,21.83,20,0,7.42,NA,1695740201
376,northam,51.0333,-4.2167,18.55,84,100,6.17,GB,1695740201
377,singrauli,24.1997,82.6753,25.4,74,75,1.09,IN,1695740202
378,minot,48.2325,-101.2963,13.12,94,100,2.06,US,1695740202
379,zhanaozen,43.3,52.8,22.39,25,0,3.67,KZ,1695740202
380,nova vicosa,-17.8919,-39.3719,30.08,58,54,6.91,BR,1695740202
381,letlhakeng,-24.0944,25.0298,24.69,20,0,5.0,BW,1695740202
382,mlimba,-8.8,35.8167,33.75,29,21,2.44,TZ,1695740203
383,rabak,13.1809,32.74,33.35,40,99,3.0,SD,1695740203
384,magdagachi,53.45,125.8,8.25,98,100,1.62,RU,1695740203
385,jaffna,9.6685,80.0074,27.88,84,100,8.26,LK,1695740203
386,midoun,33.8081,10.9923,27.92,50,0,3.36,TN,1695740204
387,den helder,52.9599,4.7593,22.23,66,100,5.81,NL,1695740204
388,saryaghash,41.45,69.1667,24.96,21,5,3.41,KZ,1695740204
389,pundri,29.75,76.55,28.25,53,0,3.15,IN,1695740204
390,manturovo,58.3353,44.7619,11.53,72,92,2.23,RU,1695740205
391,uturoa,-16.7333,-151.4333,23.9,84,100,6.84,PF,1695740205
392,al bayda',32.7627,21.7551,20.87,61,11,5.62,LY,1695740205
393,pariaman,-0.619,100.12,27.03,84,94,2.15,ID,1695740205
394,gdov,58.7406,27.8122,14.67,68,32,3.12,RU,1695740206
395,santana,-0.0583,-51.1817,32.1,62,20,4.63,BR,1695740206
396,santa terezinha,-29.9002,-50.0904,17.95,96,100,7.92,BR,1695740206
397,ray,23.6833,85.05,25.43,84,100,0.45,IN,1695740024
398,rio grande,-32.035,-52.0986,15.06,95,100,9.11,BR,1695740207
399,gadzhiyevo,69.2551,33.3362,7.85,95,100,3.06,RU,1695740207
400,porto recanati,43.4365,13.6613,24.45,65,1,5.62,IT,1695740207
401,lewistown,40.5992,-77.5714,14.37,100,100,2.37,US,1695740207
402,gargalianoi,37.0667,21.6333,23.34,65,100,1.18,GR,1695740207
403,gurupi,-11.7292,-49.0686,40.97,19,3,2.36,BR,1695740086
404,mount vernon,40.9126,-73.8371,16.17,87,100,7.15,US,1695739916
405,roma,43.2128,-75.4557,16.09,75,100,2.24,US,1695740068
406,cole harbour,44.6724,-63.4751,15.55,60,40,5.14,CA,1695740045
407,morehead city,34.7229,-76.726,25.02,82,40,5.14,US,1695740208
408,maych'ew,12.7875,39.5422,18.56,54,69,3.51,ET,1695740209
409,kill devil hills,36.0307,-75.676,24.0,77,40,3.09,US,1695740209
410,rongelap,11.1635,166.8941,28.7,74,100,6.87,MH,1695740209
411,edson,53.5835,-116.4356,2.08,93,0,2.57,CA,1695740209
412,puerto baquerizo moreno,-0.9,-89.6,24.55,83,75,4.12,EC,1695740209
413,ketchikan,55.3422,-131.6461,12.99,82,100,3.6,US,1695740210
414,puerto armuelles,8.2833,-82.8667,27.99,73,32,0.45,PA,1695740210
415,vernon,50.2581,-119.2691,13.12,93,72,1.79,CA,1695740210
416,malpe,13.35,74.7167,27.61,87,95,1.32,IN,1695740210
417,luang namtha,20.9497,101.4011,23.88,74,100,0.57,LA,1695740210
418,charlottetown,46.2352,-63.1267,16.42,70,40,4.63,CA,1695739809
419,san juan de miraflores,-12.1629,-76.9635,18.98,84,51,3.02,PE,1695740211
420,xiaoweizhai,26.1903,107.5125,20.77,95,29,0.89,CN,1695740211
421,tual,-5.6667,132.75,25.7,87,52,8.94,ID,1695740211
422,gunjur,13.2019,-16.7339,32.04,70,75,0.0,GM,1695740211
423,daokou,35.5639,114.5058,16.88,95,74,2.73,CN,1695740212
424,dedovichi,57.5517,29.9502,14.48,58,100,1.62,RU,1695740212
425,hermansverk,61.1846,6.8502,19.25,51,40,1.03,NO,1695740212
426,karratha,-20.7377,116.8463,27.44,33,28,4.53,AU,1695740213
427,witu,-2.3889,40.4382,28.09,76,96,5.52,KE,1695740213
428,brookings,44.3114,-96.7984,15.62,98,100,2.57,US,1695740067
429,isna,25.2934,32.554,40.01,9,5,4.94,EG,1695740213
430,gebeit,21.0667,36.3167,37.52,15,56,5.64,SD,1695740213
431,wanning,18.8003,110.3967,26.33,91,100,2.4,CN,1695740214
432,crane,31.3974,-102.3501,24.67,63,15,3.17,US,1695740214
433,yeppoon,-23.1333,150.7333,18.74,72,0,3.67,AU,1695740214
434,ceerigaabo,10.6162,47.368,21.97,56,85,3.0,SO,1695740214
435,dossor,47.5272,52.9811,24.38,32,21,2.44,KZ,1695740214
436,labrador city,52.9463,-66.9114,10.95,62,20,2.57,CA,1695740215
437,muli,2.9167,73.5667,28.03,78,68,4.36,MV,1695740215
438,mariehamn,60.0973,19.9348,16.01,88,0,5.14,AX,1695740215
439,luzilandia,-3.4578,-42.3703,39.94,27,3,1.67,BR,1695740215
440,fabens,31.5023,-106.1586,25.08,55,100,5.54,US,1695740215
441,tuapse,44.1125,39.0742,24.16,50,0,4.3,RU,1695740216
442,lillehammer,61.1146,10.4674,15.57,68,0,2.96,NO,1695740216
443,shimoda,34.6667,138.95,22.84,82,15,2.24,JP,1695740216
444,port-vila,-17.7338,168.3219,21.12,71,72,6.64,VU,1695740153
445,vorkuta,67.5,64.0,3.13,80,100,1.87,RU,1695740216
446,waddan,29.1614,16.139,29.4,25,0,5.04,LY,1695740217
447,barmer,25.75,71.3833,34.41,38,23,1.79,IN,1695740217
448,saskatoon,52.1168,-106.6345,15.99,72,75,7.2,CA,1695740083
449,teguise,29.0605,-13.564,26.12,51,40,7.72,ES,1695740191
450,kerikeri,-35.2268,173.9474,12.17,83,99,0.45,NZ,1695740218
451,serchhip,23.3,92.8333,20.98,94,42,0.18,IN,1695740218
452,galle,6.0367,80.217,26.48,87,100,4.27,LK,1695740218
453,velez rubio,37.6484,-2.0769,27.6,43,2,3.2,ES,1695740218
454,brechin,56.7299,-2.6573,15.84,89,100,3.59,GB,1695740218
455,puerto francisco de orellana,-0.4667,-76.9667,27.03,78,40,1.03,EC,1695740219
456,al quwayrah,29.8004,35.3116,34.0,22,0,3.38,JO,1695740219
457,mokhsogollokh,61.4681,128.9203,3.54,83,6,0.95,RU,1695740219
458,vila franca do campo,37.7167,-25.4333,23.23,82,97,8.69,PT,1695740219
459,mersing,2.4312,103.8405,25.95,89,20,2.06,MY,1695740220
460,aral,40.5156,81.2636,20.97,25,48,2.89,CN,1695740220
461,leh,34.1667,77.5833,11.65,17,29,2.53,IN,1695740220
462,mournies,35.4764,24.0092,24.22,78,40,2.57,GR,1695740220
463,laojunmiao,39.8333,97.7333,10.75,42,100,0.6,CN,1695740221
464,hotan,37.0997,79.9269,19.69,16,33,2.03,CN,1695740221
465,karatuzskoye,53.6072,92.8667,2.61,90,88,1.13,RU,1695740221
466,zhalantun,48.0,122.7167,12.23,80,100,2.0,CN,1695740222
467,patterson,37.4716,-121.1297,18.92,75,0,1.93,US,1695740222
468,lorengau,-2.0226,147.2712,24.97,92,100,2.02,PG,1695740222
469,ravar,31.2656,56.8055,24.39,10,0,1.07,IR,1695740223
470,xilin hot,43.9667,116.0333,10.47,25,2,4.65,CN,1695740223
471,carolina beach,34.0352,-77.8936,26.03,86,5,0.89,US,1695740201
472,sharanga,57.1775,46.5396,11.46,76,100,2.24,RU,1695740223
473,wabag,-5.4781,143.7021,13.63,99,100,0.78,PG,1695740224
474,tralee,52.2704,-9.7026,15.14,82,40,3.09,IE,1695740091
475,qamdo,31.1667,97.2333,5.1,65,28,1.18,CN,1695740224
476,makary,12.5717,14.4666,36.38,25,18,3.92,CM,1695740225
477,yaren,-0.5472,166.916,28.91,72,55,4.96,NR,1695740225
478,deqen,29.9618,90.7188,9.49,66,3,0.16,CN,1695740225
479,kasba tadla,32.5977,-6.2684,31.06,25,0,1.65,MA,1695740226
480,okhotsk,59.3833,143.3,5.0,62,87,2.94,RU,1695740226
481,baglung,28.2719,83.5898,20.01,92,5,1.54,NP,1695740226
482,grenada,37.1882,-3.6067,31.62,27,0,2.57,ES,1695740226
483,luderitz,-26.6481,15.1594,23.64,40,0,12.41,NA,1695740227
484,el tigre,8.8875,-64.2454,32.48,48,94,2.71,VE,1695740227
485,polyarnyy,69.1989,33.4478,8.07,94,100,3.07,RU,1695740227
486,freetown,8.484,-13.2299,27.84,78,40,5.14,SL,1695740228
487,arno,60.1167,18.6333,15.99,69,75,3.19,SE,1695740228
488,ponta delgada,37.7333,-25.6667,23.4,78,20,9.77,PT,1695740228
489,da nang,16.0678,108.2208,27.99,78,40,1.54,VN,1695740228
490,yambio,4.5721,28.3955,26.26,75,89,1.35,SS,1695740229
491,chulym,55.0997,80.9572,4.93,67,23,3.17,RU,1695740229
492,zilair,52.2332,57.4392,12.35,80,5,2.53,RU,1695740229
493,vina del mar,-33.0246,-71.5518,16.71,57,0,7.72,CL,1695740229
494,tadjourah,12.0,42.5,35.32,30,60,2.94,DJ,1695740229
495,island harbour,50.724,-1.2758,21.2,81,72,2.68,GB,1695740230
496,ulladulla,-35.35,150.4667,15.43,94,100,1.53,AU,1695739704
497,khvoynaya,58.9,34.5333,11.68,72,100,2.21,RU,1695740230
498,buckeye,33.3703,-112.5838,29.35,24,0,0.0,US,1695740230
499,ulsteinvik,62.3432,5.8487,19.5,52,2,6.26,NO,1695740230
500,serov,59.6033,60.5787,9.82,67,76,2.25,RU,1695740231
501,quelimane,-17.8786,36.8883,27.97,65,0,10.29,MZ,1695740120
502,guarapari,-20.6667,-40.4975,26.05,75,80,3.45,BR,1695740019
503,severomorsk,69.0689,33.4162,11.22,95,100,2.34,RU,1695740231
504,lulea,65.5842,22.1547,17.04,55,3,3.6,SE,1695740232
505,ban pong,13.8163,99.8774,24.94,95,100,1.54,TH,1695740232
506,kamaishi,39.2667,141.8833,20.44,86,100,1.77,JP,1695740232
507,klaksvik,62.2266,-6.589,11.51,92,100,7.15,FO,1695740232
508,baki,-7.6128,110.7839,23.99,77,32,4.24,ID,1695740232
509,daru,-9.0763,143.2092,24.66,82,96,7.08,PG,1695740233
510,sidrolandia,-20.9319,-54.9614,38.94,19,2,5.67,BR,1695740233
511,woodstock,43.1334,-80.7497,16.63,84,100,0.45,CA,1695740233
512,isangel,-19.55,169.2667,20.2,69,82,5.66,VU,1695740233
513,tucuma,-0.1833,-50.05,34.0,47,4,2.38,BR,1695739985
514,anloga,5.7947,0.8973,27.95,74,48,5.68,GH,1695740234
515,natal,-5.795,-35.2094,30.36,62,75,7.2,BR,1695740210
516,warmbad,-28.45,18.7333,22.92,15,0,7.04,NA,1695740234
517,malvan,16.0667,73.4667,26.58,85,67,3.64,IN,1695740234
518,puerto carreno,6.189,-67.4859,29.99,74,0,2.06,CO,1695740235
519,yar,58.249,52.1026,12.05,69,100,2.21,RU,1695740235
520,hargeysa,9.56,44.065,25.04,51,87,2.54,SO,1695740235
521,visby,57.6409,18.296,18.79,82,0,1.03,SE,1695740235
522,bardai,11.65,7.2333,33.74,37,85,2.64,NG,1695740236
523,votuporanga,-20.4228,-49.9728,39.53,21,18,3.08,BR,1695740236
524,egilsstadir,65.2653,-14.3948,6.95,100,100,7.2,IS,1695740236
525,rameswaram,9.2833,79.3,27.93,84,100,9.21,IN,1695740236
526,lubang,13.8584,120.124,28.52,77,13,3.45,PH,1695740236
527,sabha,27.0377,14.4283,32.33,21,0,4.54,LY,1695740237
528,seven pagodas,12.6264,80.1722,30.03,77,26,5.99,IN,1695740237
529,inari,68.906,27.0288,14.11,85,77,4.69,FI,1695740237
530,port augusta,-32.5,137.7667,15.24,73,100,5.24,AU,1695740238
531,vrangel',42.7297,133.0839,16.66,91,97,2.43,RU,1695740238
532,inverell,-29.7833,151.1167,9.26,68,2,1.81,AU,1695740238
533,shalqar,47.8333,59.6,21.54,40,15,2.85,KZ,1695740238
534,scarborough,54.2797,-0.4044,19.32,78,19,2.68,GB,1695740079
535,firuzabad,28.8438,52.5707,26.7,32,3,2.18,IR,1695740239
536,azemmour,33.2895,-8.3425,24.95,67,39,6.06,MA,1695740239
537,ballina,-28.8667,153.5667,15.58,84,6,3.41,AU,1695740239
538,ust'-kulom,61.6864,53.6902,11.76,75,100,3.11,RU,1695740239
539,tinghir,31.5157,-5.5343,32.05,8,0,1.34,MA,1695740122
540,sola,-13.8833,167.55,25.33,76,99,10.71,VU,1695740240
541,queenstown,-31.8976,26.8753,9.68,70,98,5.31,ZA,1695740240
542,krasnokholmskiy,55.9873,55.0466,15.13,58,64,2.16,RU,1695740240
543,aurora,39.7294,-104.8319,21.04,44,0,3.09,US,1695739546
544,achacachi,-16.05,-68.6833,13.65,40,2,3.37,BO,1695740241
545,hailey,43.5196,-114.3153,16.05,65,0,5.66,US,1695740224
546,douarnenez,48.0954,-4.329,20.45,77,75,5.14,FR,1695740241
547,nanga eboko,4.6833,12.3667,26.23,72,97,0.75,CM,1695740241
548,haining,30.5363,120.6864,25.01,91,94,2.55,CN,1695740242
549,tweed heads,-28.1817,153.547,18.02,79,3,2.57,AU,1695740014
550,luling,29.9322,-90.3665,28.88,81,75,3.09,US,1695740242
551,newnham,-41.3833,147.1333,9.53,81,100,4.12,AU,1695740242
552,babolsar,36.7025,52.6576,24.18,73,100,3.57,IR,1695740242
553,diamantino,-14.4086,-56.4461,41.09,16,11,4.13,BR,1695740243
554,gamba,-2.65,10.0,25.49,80,89,4.85,GA,1695740243
555,conception bay south,47.4999,-52.9981,14.3,64,0,5.12,CA,1695740243
556,dolinsk,47.35,142.8,13.13,95,100,1.87,RU,1695740243
557,yoko,5.5333,12.3167,25.53,72,83,1.14,CM,1695740244
558,sarmiento,-45.5882,-69.07,10.11,41,3,12.35,AR,1695740244
559,kingston,17.997,-76.7936,32.91,73,20,2.06,JM,1695740136
560,gorgan,36.8387,54.4348,24.98,65,75,6.17,IR,1695740244
561,kolonia,50.9333,6.95,26.35,51,0,3.09,DE,1695740245
562,dourdan,48.5277,2.0111,26.4,60,100,2.24,FR,1695740245
563,laurel,39.0993,-76.8483,15.41,95,100,3.09,US,1695740193
564,piacabucu,-10.4056,-36.4344,28.82,58,69,6.1,BR,1695740002
565,pindobacu,-10.7417,-40.3608,34.39,28,28,3.76,BR,1695740246
566,lumut,4.2323,100.6298,27.01,89,20,1.03,MY,1695740246
567,eforie sud,44.0229,28.6494,25.45,64,55,10.55,RO,1695740246
568,rio preto da eva,-2.6994,-59.6997,39.9,28,61,1.41,BR,1695740247
